Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
Suzume,ýýýýýýýýý,RADWIMPS,2022-09-30,JPV972200075,"4,036",21.2,151179942,30909,4476490,63.0
Copa Vacï¿½,Copa Vacï¿½ï¿½a - Si,Shakira,2023-06-29,USQX92300694,"4,040",21.2,147537573,17322,17844679,63.0
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,2020-06-24,USAT22003620,"4,051",21.2,742255774,117293,24138527,62.0
Rampampam,Rampampam,Minelli,2021-03-18,ROGRA2101471,"4,041",21.2,123191456,30942,3676550,57.0
AHHH HA,AHHH HA,Lil Durk,2022-02-22,USQX92200794,"4,024",21.2,104411097,51535,9471098,54.0
Pelle Coat,Pelle Coat,Lil Durk,2023-05-25,USQX92303167,"4,055",21.2,25898720,17854,1809445,50.0
22,22,JayO,2023-02-22,US39N2300484,"4,079",21.1,87001628,30898,12034538,62.0
Piensan,Piensan,Myke Towers,2019-09-13,QM7281950868,"4,059",21.1,387094388,61560,9322479,70.0
Fly Away,Fly Away,Tones And I,2020-11-13,USAT22006865,"4,076",21.1,419557907,58857,14747928,64.0
Don't,Don't,Bryson Tiller,2015-05-20,USRC11501052,"4,058",21.1,1281704427,1277,342709,37.0
Travesuras,Travesuras,Nicky Jam,2014-01-27,COC011329796,"4,078",21.1,308811426,35237,11639231,61.0
Mayor Que Usted,Mayor Que Usted - Single,NATTI NATASHA,2022-06-17,USB272200101,"4,068",21.1,120404381,17334,6356554,54.0
Tï¿½ï¿½moignage (L,Tï¿½ï¿½moignage (Live) - Si,Eunice Manyanga,2022-11-28,USL4Q2261458,"4,067",21.1,740008,335,8055,34.0
FARDOS,FARDOS,JC Reyes,2024-02-16,BK4DA2403089,"4,072",21.1,52585215,5947,11632200,71.0
Martini,Martini,Dei V,2024-04-25,QZWA32200524,"4,073",21.1,19104053,2466,16540673,72.0
Favorite Song - Sped Up,Favorite Song (Versions) - Single,Toosii,2023-02-17,USUM72302519,"4,066",21.1,11923405,2423,1259173,41.0
LOT OF ME,We Love You Tecca 2,Lil Tecca,2021-08-27,USUM72113387,"4,069",21.1,318061543,75726,14866086,73.0
Aashiq Awaara (feat. Sunidhi Chauhan),ONE (Original Never Ends),Badshah,2018-08-17,INS171806603,"4,056",21.1,2574126,400,134449,27.0
BABY SAID,RUSH!,Mï¿½ï¿½ne,2023-01-20,ITB002200844,"4,057",21.1,166942258,24993,16530205,71.0
Too Good,Views,Drake,2016-04-29,USCM51600088,"4,074",21.1,1052473730,126251,30938220,68.0
One Up,One Up,Central Cee,2022-10-13,US39N2202101,"4,101",21.0,130784398,51124,9618606,62.0
idfc,Idfc,blackbear,2014-10-26,TCACB1407069,"4,117",21.0,703008289,107737,27795750,65.0
"Are You Going to See the Rose in the Vase, or the Dust on the Table","Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,2024-04-19,QZAPK2000495,"4,116",21.0,28870396,4298,15228224,78.0
OTW,OTW,Khalid,2018-04-20,USRC11801716,"4,087",21.0,623201391,89059,15406560,63.0
Who Needs Love,Who Needs Love,Trippie Redd,2019-11-19,QZJ841900065,"4,107",21.0,238027193,60128,8306828,4.0
We Laugh And Clap At The Circus,Crash Recoil,Surgeon,2023-03-17,DEF272335104,"4,115",21.0,37199,138,30013,11.0
Rubicon Drill,Forever - EP,Laddi Chahal,2022-11-16,DGA062247225,"4,082",21.0,152564352,10841,5578293,65.0
Paradise,Paradise,Sophie and the Giants,2023-06-16,DEUM72307270,"4,112",21.0,31823450,7077,7832473,60.0
Los Patitos,Grandes Clï¿½ï¿½sicos Infantiles (Vol,El Reino Infantil,2010-04-20,ARF060903046,"4,086",21.0,3415634,316,287926,34.0
Te Ire A Buscar,Te Ire a Buscar,Santa Fe Klan,2019-06-18,USHM21919246,"4,106",21.0,305231016,27465,4259174,66.0
DORA,DORA - Single,FARIANA,2024-03-14,QM4TX2443952,"4,100",21.0,11328011,1389,3210604,64.0
Spicy Margarita,Spicy Margarita,Jason Derulo,2024-01-25,USAT22314111,"4,118",21.0,37640497,4937,3578804,4.0
Cry,Cry,Cigarettes After Sex,2019-10-25,USBQU1900121,"4,105",21.0,499764238,79594,30626148,78.0
ýýýýýýýýýýýý,ýýýýýýýýýýýý,Omoinotake,2024-01-24,JPU902305217,"4,114",21.0,46082088,1755,5204396,72.0
What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,2020-01-17,USUG11904422,"4,104",21.0,505295731,47908,25022588,64.0
Gyal You a Party Animal - Sped Up,Gyal You a Party Animal (Sped Up) - Single,Charly Black,2022-12-16,FR81J2300013,"4,089",21.0,36044532,9007,1425539,51.0
Lemon,Lemon,Kenshi Yonezu,2018-03-14,JPU901800227,"4,108",21.0,194955459,27767,4609513,63.0
SNEAKERS,CHECKMATE,ITZY,2022-07-15,US5TA2200033,"4,128",20.9,95952617,10516,3921848,56.0
Before You Go - Guitar Acoustic,Before You Go EP,Lewis Capaldi,2020-01-24,DEUM72000017,"4,120",20.9,52223414,4281,4580882,55.0
ASAP,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,USA2P2330074,"4,133",20.9,112730335,14089,1750375,67.0
No Switch,Colors (Deluxe),YoungBoy Never Broke Again,2022-01-21,USAT22200200,"4,119",20.9,53849840,27244,2184520,60.0
Heatin Up (feat. Gunna),My Turn,Lil Baby,2020-02-28,USUG12000045,"4,122",20.9,198573138,71523,11208233,61.0
Sleazy Flow (with Lil Baby) - Remix,Sleazy Flow (Remix),SleazyWorld Go,2022-05-26,USUG12202987,"4,129",20.9,127742133,48520,14617698,58.0
Never Sleep (feat. Lil Baby),Never Sleep,NAV,2022-07-29,USUM72214489,"4,123",20.9,130902100,56267,17813781,56.0
Iï¿½ï¿½ï¿½m Ju,Barbie The Album,Ryan Gosling,2023-07-21,USAT22305736,"4,124",20.9,126219979,18525,2916952,60.0
Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,2020-08-14,QZHN62022495,"4,168",20.8,271235105,63488,12356624,60.0
ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,2021-01-20,FR10S2137488,"4,151",20.8,21970517,11053,436364,45.0
Rainfall,Rainfall,Tom Santa,2022-02-18,GBUM72200893,"4,167",20.8,164856432,76735,44649643,70.0
Por el Resto de Tu Vida,Por el Resto de Tu Vida,Christian Nodal,2023-01-27,QZQPC2100077,"4,150",20.8,199953495,13323,14658527,70.0
Earth,Earth,Lil Dicky,2019-04-18,QMRSZ1900492,"4,152",20.8,211158013,32331,3138494,54.0
23 Preguntas,23 Preguntas - Single,Anuel AA,2021-08-23,QMFME2196017,"4,158",20.8,154250706,31969,7964623,66.0
Chillax,Visionary,Farruko,2015-10-23,USSD11500378,"4,148",20.8,366268077,40643,11704627,63.0
ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,2023-11-23,CLAA22300335,"4,161",20.8,64143264,8734,11153394,68.0
Ready For Love,BORN PINK,BLACKPINK,2022-09-16,KRA402200029,"4,163",20.8,115237552,9312,6682567,55.0
Tombstone,Tombstone,Rod Wave,2021-03-24,USLD91731547,"4,164",20.8,137924605,30692,2764081,62.0
Pyramide,Pyramide,Werenoi,2024-02-15,FR10S2436039,"4,166",20.8,38079739,4948,4742178,66.0
ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,2021-05-19,RUA1D2117031,"4,149",20.8,25149668,13174,603919,48.0
Can't Have Mine,Can't Have Mine - Single,Dylan Scott,2022-02-18,USCRB2200013,"4,170",20.7,98538888,14642,4147528,60.0
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,2021-11-19,USWD12112916,"4,186",20.7,186607065,18815,9312393,62.0
Yankee 150,Yankee 150 - Single,Yandel,2023-06-16,QM6P42372371,"4,189",20.7,126879048,19994,19160060,63.0
Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,2018-10-19,USUG11801956,"4,176",20.7,296469547,71250,11753515,62.0
La Romana,X 100PRE,Bad Bunny,2018-12-23,QM7281884731,"4,191",20.7,410897040,71655,16804911,68.0
Aking Pahinga - Sped Up Version,Aking Pahinga (feat. I-ghie) [Sped Up Version] - Single,Dro Perez,2022-12-15,QZTB62239239,"4,184",20.7,4671066,357,205254,39.0
The American Dream Is Killing Me,The American Dream Is Killing Me,Green Day,2023-10-24,USRE12300349,"4,181",20.7,15336055,4793,2283611,1.0
Blood Sweat & Tears,You Never Walk Alone,BTS,2017-02-13,KRA381700240,"4,201",20.6,563366391,4227,1081064,43.0
BAND4BAND,BAND4BAND - Single,Central Cee,2024-05-23,USSM12404528,"4,203",20.6,86144467,50,49358,7.0
All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,2020-10-16,DEA622000934,"4,215",20.6,267459903,56613,6099494,53.0
Sinceramente,E POI SIAMO FINITI NEL VORTICE,Annalisa,2023-09-29,ITQ002301128,"4,204",20.6,67967157,3843,8133274,62.0
DOLA,DOLA - Single,ANGGA DERMAWAN,2024-05-21,QZYHM2416383,"4,212",20.6,4906976,182,3077523,62.0
Love Shot,LOVE SHOTï¿½ï¿½ï¿½ The 5th Album Rep,EXO,2018-12-13,KRA301800573,"4,207",20.6,358620184,30692,7198195,65.0
Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,2022-11-18,USSM12208341,"4,214",20.6,92424493,45053,6604373,58.0
Experimento,Experimento - Single,Myke Towers,2021-09-23,USWL12100447,"4,216",20.6,228003109,58288,9225902,63.0
Only,Only,Nicki Minaj,2014-10-28,USCM51400340,"4,217",20.6,557775679,78471,21317084,60.0
My House,My House,Flo Rida,2015-03-17,USAT21500384,"4,205",20.6,1069960318,164242,38327757,71.0
Sun to Me,American Heartbreak,Zach Bryan,2022-05-20,USWB12201490,"4,209",20.6,307125680,37085,4580996,78.0
In My Head,In My Head,Juice WRLD,2022-10-28,USUG12207965,"4,194",20.6,136878823,44098,14028444,62.0
Tigini (Remix),Tigini (Remix) - Single,Kikimoteleba,2022-05-20,ES71G2217944,"4,199",20.6,97902676,29131,4436551,58.0
Sobredosis (feat. Ozuna),Golden,Romeo Santos,2017-07-21,USSD11700341,"4,220",20.6,433074753,46083,14763723,69.0
Piï¿½ï¿½o de Vida L,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,2023-04-27,BCSUV2303160,"4,244",20.5,36593527,4601,3863720,55.0
All Eyes On You (feat. Chris Brown & Nicki Minaj),All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,2015-06-27,USAT21501575,"4,237",20.5,369947896,53156,11632300,62.0
"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",Ricky Desktop,2020-08-21,QZK6L2004258,"4,228",20.5,34096694,12150,1243018,46.0
Ocean Drive,Ocean Drive,Duke Dumont,2015-07-31,GBUM71504503,"4,246",20.5,624262344,152117,23361260,68.0
Love Story,Love Story,Disco Lines,2020-09-22,USUG12003755,"4,224",20.5,18566967,7400,851076,40.0
Feel Special,Feel Special,TWICE,2019-09-23,US5TA1900074,"4,251",20.5,361382812,27358,7905495,64.0
Stay With Me,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,2022-07-15,GBARL2201570,"4,242",20.5,142927322,32810,11080526,56.0
Famous Friends,Famous Friends,Chris Young,2020-11-20,USRN11900062,"4,235",20.5,177734775,25580,8683788,60.0
To the Bone,Flying Solo,Pamungkas,2019-06-14,FR2X41995983,"4,221",20.5,442614126,39861,12416351,72.0
Turn Me On (feat. Vula),Turn Me On (feat. Vula),Riton,2019-09-13,GBCEN1900052,"4,230",20.5,399276193,102234,31645383,64.0
Come Through (feat. Chris Brown),Come Through (feat. Chris Brown),H.E.R.,2021-04-23,USRC12100712,"4,238",20.5,172986367,40246,8921857,56.0
Mi Niï¿½,Mi Niï¿½,Wisin,2020-09-23,QMBZ92014731,"4,234",20.5,400985699,62355,13993469,60.0
Pretty Girls,Pretty Girls,Frenna,2024-03-14,NLG662400072,"4,252",20.5,28452972,6696,5408775,69.0
In This Darkness,In This Darkness - Single,Clara La San,2023-01-29,QZFZ62368273,"4,241",20.5,138987928,27997,4821947,5.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýýýýý,2023-04-28,THSOH2302594,"4,222",20.5,4943057,1054,162895,46.0
Sundress,Sundress,A$AP Rocky,2018-11-20,USRC11803252,"4,256",20.5,595930584,153078,26248264,80.0
Mua!,Mua!,Barracca Republic,2021-01-31,USCGH2142682,"4,261",20.4,3739,1,3,1.0
El Gavilï¿½,El Gavilï¿½ï¿½n - Si,Luis R Conriquez,2022-10-21,USANG2216030,"4,282",20.4,350440369,24886,11413202,72.0
Shootout,Shootout,Izzamuzzic,2022-06-29,US3DF2266823,"4,276",20.4,130356067,36554,7213291,63.0
La kiffance,La kiffance,Naps,2021-02-26,FR10S2128331,"4,271",20.4,224163089,45837,4034090,60.0
Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,2022-05-13,IDUM72200112,"4,281",20.4,265767551,15498,5060429,63.0
Wet (She Got Thatï¿½ï,Wet,YFN Lucci,2020-02-14,USUYG1297281,"4,275",20.4,93229994,24779,2554563,44.0
Body,Body,Russ Millions,2021-03-25,GBAHS2100158,"4,272",20.4,139377440,67820,5628995,55.0
VOID,VOID,Melanie Martinez,2023-03-29,USAT22220418,"4,259",20.4,121386649,17170,3091212,56.0
Lose It,Lose It,Through Fire,2023-02-14,USYFZ2327704,"4,273",20.4,301362,311,34870,18.0
Last Night Lonely,Last Night Lonely,Jon Pardi,2022-02-17,USUM72200664,"4,269",20.4,134725621,19072,2970003,65.0
MONEY ON THE DASH - SPED UP,MONEY ON THE DASH,Elley Duhï¿,2023-01-20,QZLBC2201771,"4,268",20.4,179176296,41284,34923502,76.0
breathin,Sweetener,Ariana Grande,2018-08-17,USUM71808582,"4,258",20.4,633631183,43387,15890645,64.0
Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),Gorillaz,2022-06-22,GBAYE1901301,"4,263",20.4,98108741,40658,4088272,56.0
Itï¿½ï¿½ï¿½s a beautif,Itï¿½ï¿½ï¿½s a beautif,Trinix,2022-12-18,FRDKW2208796,"4,266",20.4,49155460,20079,3448518,57.0
i'm so tired...,i'm so tired...,Lauv,2019-01-24,GBKPL1933763,"4,260",20.4,885986482,82322,17357820,66.0
Bus 11 - John Falke Remix,Uyku EP (Remixes),Colouour,2023-01-27,DEEC33500883,"4,314",20.3,9897,38,1473,1.0
Love Galore,Love Galore,SZA,2017-04-27,USRC11700886,"4,313",20.3,817054014,105515,29991191,71.0
Takeaway,World Wide Joy...Takeaway,The Chainsmokers,2019-07-24,USQX91901353,"4,305",20.3,630875899,83848,18713760,64.0
Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600118,"4,308",20.3,1483572312,155595,58419207,77.0
NUMB,?,XXXTENTACION,2018-03-16,USUG11800453,"4,304",20.3,510136819,76921,16933150,67.0
Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,2023-06-23,TRCGH2300003,"4,295",20.3,110759507,16068,2956360,27.0
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,2021-06-25,USSD12100290,"4,286",20.3,231298627,49800,5948309,65.0
Tucson Too Late,Bluebird Days,Jordan Davis,2023-02-17,USUM72222730,"4,288",20.3,60355607,4814,13753161,68.0
SWIPE,SWIPE - Single,ALYPH,2022-10-21,SGUM72201016,"4,312",20.3,12383314,2946,205771,42.0
"DANï¿½ï¿½ARINA (feat. Nicky Jam, MC Pedrinho) - R",Cullinan,PEDRO SAMPAIO,2022-05-13,BRWMB2200601,"4,301",20.3,100491006,20334,8731399,59.0
Butter Pecan,Butter Pecan,YNW Melly,2018-08-24,QMCE31801978,"4,284",20.3,101094621,22493,1649415,49.0
DEUTSCHLAND,DEUTSCHLAND,Rammstein,2019-03-28,DEUM71900524,"4,296",20.3,460008347,82329,13735008,71.0
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Gerardo Coronel,2023-02-17,QZDQH2301118,"4,307",20.3,58284482,7247,4706766,54.0
Hot In It,Hot In It - Single,Tiï¿½ï¿,2022-06-30,CYA112001102,"4,306",20.3,220250463,46098,26666028,65.0
SHOOTING STAR,SHOOTING STAR,XG,2023-01-25,JPB602104597,"4,311",20.3,125943110,14415,3931535,66.0
Uff Mi Amor,Uff Mi Amor,Lauty Gram,2022-12-27,QZW9N2239197,"4,297",20.3,18611163,6073,830091,45.0
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,2021-07-22,USWL12100336,"4,285",20.3,247133830,55046,10046042,67.0
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,2022-04-25,UYB282201026,"4,287",20.3,185316307,37273,6180389,59.0
vice city,vice city,XXXTENTACION,2022-01-28,USQX92105542,"4,343",20.2,111369377,60104,6976080,64.0
Check It Out,Check It Out,Parmish Verma,2023-06-27,DGA052307798,"4,341",20.2,99237146,7075,3974177,67.0
Good For You,Good For You,Selena Gomez,2015-06-22,USUM71508741,"4,342",20.2,701552110,49025,16106848,60.0
Sigues Con El,Sigues Con El,Dï¿½ï¿½melo ,2019-12-13,QMFME1942300,"4,331",20.2,582595821,71602,18990583,60.0
Vamp Anthem,Whole Lotta Red,Playboi Carti,2020-12-25,USUM72024688,"4,332",20.2,291244404,103342,8912802,69.0
Small Town Boy,Small Town Boy,Dustin Lynch,2017-02-17,US58E1700584,"4,336",20.2,333982743,34123,5288629,61.0
do re mi,do re mi,blackbear,2017-03-18,USLD91700850,"4,335",20.2,619655619,78265,13525058,63.0
Hide Away,Hide Away,Daya,2015-04-22,QM4ZV1500057,"4,327",20.2,493444344,48491,27331765,76.0
Unsteady,The Reason EP,X Ambassadors,2014-01-28,USUM71400108,"4,344",20.2,663939688,87146,28385073,67.0
Chamber Of Reflection,Salad Days,Mac DeMarco,2014-03-28,QMMZN1300568,"4,321",20.2,728140057,201363,35839296,74.0
Tighten Up,Brothers (Deluxe Remastered Anniversary Edition),The Black Keys,2020-12-18,USNO12000172,"4,316",20.2,248857241,6774,776120,56.0
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,2016-07-31,USAT21602372,"4,337",20.2,255776823,52690,9510227,58.0
There I Go (feat. J. Cole & Mike WiLL Made-It),There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,2023-08-25,USAT22308234,"4,328",20.2,19690183,10081,2873893,48.0
Param Pom,Param Pom,TAIRA,2022-06-17,USR3R2200084,"4,353",20.1,20855,14,6337,7.0
JAGERMEISTER,Jagermeister (feat. 2woBunnies) - Single,Ice Beats Slide,2022-12-31,ZA56E2201859,"4,373",20.1,8434856,6522,537376,14.0
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2018-05-25,USUM71807398,"4,368",20.1,370693139,52213,12089613,56.0
Drifting,Drifting,Tiï¿½ï¿,2023-06-22,NLZ542300863,"4,345",20.1,101903591,22437,23826280,72.0
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo'ole,2001-09-25,USMAC0100119,"4,361",20.1,399145178,94038,14869138,68.0
Losin Control,Losin Control,Russ,2016-07-28,USSM11606199,"4,354",20.1,703411626,95048,19980635,66.0
Daechwita,D-2,Agust D,2020-05-22,QM6N22036182,"4,375",20.1,313507248,26753,16233508,67.0
Como Si No Importara,Como Si No Importara,Emilia,2021-07-13,USSD12100347,"4,356",20.1,232985667,43893,6507466,62.0
Supernova,Supernova,SAIKO,2023-04-19,QM6MZ2302420,"4,348",20.1,125451295,28417,7839226,61.0
The Thin Grey Line,The Thin Grey Line,$uicideboy$,2024-05-24,QZAPK2000490,"4,360",20.1,13289346,1936,4325365,72.0
Alo,Alo,corwinn,2024-05-25,TRSVN2485301,"4,807",20.1,29938396,2,15,39.0
Rover,Rover - The 3rd Mini Album - EP,KAI,2023-03-13,KRA302300058,"4,349",20.1,144026886,13457,5233416,64.0
SUGAR,Big Swag,BROCKHAMPTON,2019-06-22,USRC11901564,"4,346",20.1,507842421,98352,18781944,63.0
Everybody Talks,Everybody Talks,Neon Trees,2011-12-19,USUM71119189,"4,359",20.1,836267192,170098,45773811,74.0
Pump It Up,Pump It Up,Endor,2019-09-13,GBCPZ1916610,"4,386",20.0,352268839,130479,31491313,66.0
Shotta Flow,Shotta Flow,NLE Choppa,2019-01-17,QZ85M1903991,"4,379",20.0,257646451,58760,6584728,17.0
bad,0.1 flaws and all.,wave to earth,2023-04-20,KRA252300807,"4,377",20.0,140228805,21115,10469203,70.0
Tï¿½ï¿½ï¿½n,Tï¿½ï¿½ï¿½ng Quen - ,Wren Evans,2023-10-25,SGUM72301412,"4,383",20.0,35549029,5590,1129038,56.0
LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar,2017-04-14,USUM71703086,"4,380",20.0,669703929,101138,18743066,73.0
Endless Fashion (feat. Nicki Minaj),Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,2023-06-21,USAT22306857,"4,387",20.0,68598656,27448,5932034,59.0
AA,AA,Walker Hayes,2021-11-19,USQX92104965,"4,389",20.0,80899019,14613,2423704,53.0
Phir Bhi Tumko Chaahunga,Half Girlfriend,Mithoon,2017-04-30,INZ031402279,"4,378",20.0,82758005,13462,6604073,2.0
Passinho Debochado,Passinho Debochado,Dan Ventura,2021-07-30,QZMZ92162594,"4,384",20.0,68273832,9866,2234406,45.0
Go Hard,Go Hard - Single,Lil Baby,2023-04-28,USUG12300031,"4,394",20.0,70601620,32101,23637848,60.0
La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,2014-03-14,USRC11400478,"4,395",20.0,125560682,17633,2897643,55.0
i'm yours sped up,i'm yours,Isabel LaRosa,2022-10-28,USRC12203969,"4,410",19.9,223341848,34131,11352526,67.0
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,2021-08-20,USUM72114707,"4,406",19.9,392730501,43113,32173215,65.0
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,2023-02-23,USAT22302147,"4,418",19.9,96288883,37394,7850736,63.0
Los animales en el autobï¿½,La ronda de Lulita,Luli Pampï¿½,2022-07-22,ITZV22200088,"4,400",19.9,108439,50,3437,17.0
Would You (go to bed with me?),Would You (go to bed with me?),Campbell,2023-07-21,GBAHS2300598,"4,405",19.9,73821370,23298,16167031,71.0
Easy,The Plan,DaniLeigh,2018-11-30,USUM71816809,"4,403",19.9,41808541,7802,1222888,46.0
Dj Terompet Pemersatu Bangsa,Dj Terompet Pemersatu Bangsa,PAMOKHOL ID,2022-10-19,SGB502272288,"4,416",19.9,2347433,588,62520,25.0
T-Shirt,T-Shirt,Migos,2017-01-13,QMCE31600872,"4,420",19.9,476546062,81971,14843218,59.0
"Mann Bharryaa 2.0 (From ""Shershaah"")","Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,2021-08-15,INS172102779,"4,424",19.9,149351877,15576,5847920,61.0
Instant Crush (feat. Julian Casablancas),Random Access Memories,Daft Punk,2013-05-17,USQX91300105,"4,413",19.9,587054803,130991,15108911,70.0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Ado,2020-10-23,JPPO02002791,"4,427",19.8,189058129,36943,3081604,62.0
"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,2022-02-25,USWD12213564,"4,453",19.8,148262734,25061,12962477,61.0
Hep Mi Ben,Hep Mi Ben,Ayaz Erdoï¿½ï,2022-03-16,FR2X42282198,"4,447",19.8,57174683,12634,620189,52.0
A LA ORDEN,A LA ORDEN - Single,Santa Fe Klan,2024-05-23,QM6N22481184,"4,437",19.8,4453194,287,4319515,64.0
Speechless (Full),Aladdin (Original Motion Picture Soundtrack),Naomi Scott,2019-05-22,USWD11993077,"4,432",19.8,304588030,27312,13626506,63.0
Big Gangsta,Big Gangsta,Kevin Gates,2019-05-17,USAT21902781,"4,454",19.8,199248929,60481,4931520,56.0
Renegades,Renegades,X Ambassadors,2015-03-17,USUM71502643,"4,445",19.8,785571181,131703,26404041,70.0
Loca - Remix,Loca [Bad Bunny Remix],KHEA,2018-03-15,QM24S1804919,"4,435",19.8,376842137,48359,16671123,62.0
Ocean (feat. Khalid),Ocean (feat. Khalid),Martin Garrix,2018-06-15,NLM5S1800214,"4,443",19.8,529175442,63348,12995383,60.0
Cena Engraï¿½ï¿½ada e Inusi,Cena Engraï¿½ï¿½ada e Inusi,HarmonicoHCO,2022-12-19,SGB502303557,"4,493",19.7,32753,22,1937,11.0
Train Wreck,Back from the Edge,James Arthur,2016-10-28,DEE861600590,"4,464",19.7,803983295,106924,55494559,72.0
Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),Kygo,2022-02-25,USRC12200139,"4,479",19.7,194708224,32664,28154571,61.0
Bounce Back,Bounce Back,Big Sean,2016-10-31,USUM71614503,"4,465",19.7,711322702,98581,22063307,61.0
Boys,Boys,Charli xcx,2017-07-26,GBAHS1700564,"4,461",19.7,180051347,22760,6840979,52.0
